1  독수리상이 어디에 있어?,  중앙도서관과 학생회관 사이에 위치하고 있습니다., 0
2  미래관이 어디에 있어?, 청송관과 중앙도서관과 미래관 사이에 위치하고 있습니다., 0
3  창조관이 어디에 있어?, 청송관과 중앙도서관과 미래관 사이에위치하고 있습니다., 0
4  청송관이 어디에 있어?, 정의관 바로 옆에 위치하고 있습니다., 0
5  중앙도서관이 어디에 있어?,  학생회관에서 독수리상 기준으로 가장 빨리 나오는 건물입니다., 0
6  백운관이 어디에 있어?, 창조관 뒤편으로 올라가는 길로 가면 있는 건물이고 학군단 옆에 있습니다., 0
7  스포츠센터가 어디에 있어?, 연세플라자 반대편과 운동장 옆에 위치하고 있습니다., 0
8  헬스장이 어디에 있어?, 스포츠센터 108호 입니다., 0
9  수영장이 어디에 있어?, 스포츠센터 101호 입니다., 0
10 스쿼시장이 어디에있어?, 스포츠센터 105-107호 입니다, 0
11 노천극장이 어디에 있어?, 미래관에서 나왔을때 왼쪽, 독수리상이 바라보는 방향으로 가게되면 나오는 신전같은 모습의 건물입니다., 0
12 학생회관이 어디에 있어?, 축구장을 지나서 삼거리가 나오는 곳의 오른쪽에 있는 건물입니다., 0
13 학생회관 식당이 어디에 있어?, 학관 1층에 위치하고 있습니다., 0
14 동아리방이 어디에 있어?, 학생회관 3~4층에 위치하고 있습니다, 0
15 연세플라자가 어디에 있어?, 학교를 들어오면 스포츠센터 맞은편에 있으며 매지학사와 세연학사 사이에 있는커다란 건물입니다., 0
16 이글플라자가 어디에 있어?, 매지학사와 세연학사 사이에 있는 건물 두 개 중 작은 건물입니다., 0
17 교회가 어디에 있어?, 대학본부와 붙어있는 건물이며 중앙길을 따라오면 테니스장 옆에 있는건물입니다., 0
18 정의관이 어디에 있어?, 학교입구에서 기준으로 헐떡고개를 따라서 오면 좌측에 바로 보이는 큰 건물입니다., 0
19 대학본부가 어디에 있어?, 교회 바로 옆에 있는 건물입니다., 0
20 컨버젼스홀이 어디에 있어?,  학관과 중앙도서관 바로 옆에 있는 지어지고 있는 건물입니다., 0
21 청연 학사가 어디에 있어?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
22 청연 1학사가 어디에 있어?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
23 청연 2학사가 어디에 있어?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
24 세연학사가 어디에 있어?,  연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
25 세연 1학사가 어디에 있어?, 연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
26 세연 2학사가 어디에 있어?, 연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
27 세연 3학사가 어디에 있어?, 연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
28 매지 학사가 어디에 있어?, 2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다. 1,3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
29 매지 1학사가 어디에 있어?, 1학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
30 매지 2학사가 어디에 있어?, 2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다., 0
31 매지 3학사가 어디에 있어?, 3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
32 34번 버스는 어디에서 타?, 연세대 정문, 연세대 스포츠센터, 연세대학교, 연세대 복지타운에서 탈 수 있습니다., 0
33 31번 버스는 어디에서 타?, 연세삼거리에서 탈 수 있습니다., 0
34 30번 버스는 어디에서 타?, 연세삼거리에서 탈 수 있습니다., 0
35 셔틀버스 정류장은 어디에 있어?, 미래관 옆 주차장에 있습니다., 0
36 셔틀버스 사무실은 어디에 있어?, 학생회관 3층에 있습니다., 0
37 무궁화공원은 어디에 있어?, 정문으로 들어오기 전 오른쪽에 있습니다., 0
38 헐떡고개는 어디에 있어?, 세연학사에서 정의관 사이에 있습니다., 0
39 거북섬은 어디에 있어?, 저수지 가운데에 있습니다., 0
40 흥업저수지는 어디에 있어?, 정문으로 들어오는 기준 오른쪽에 있습니다., 0
41 매지호수는 어디에 있어?, 정문으로 들어오는 기준 오른쪽에 있습니다., 0
42 학군단은 어디에 있어?, 백운관 옆, 셔틀버스 탑승장 뒤쪽에 있습니다., 0
43 풋살장은 어디에 있어?, 스포츠센터와 운동장 사이에 있습니다., 0
44 배드민턴장은 어디에 있어?, 헐떡고개 중간에 있습니다., 0
45 테니스장은 어디에 있어?, 종합운동장 맞은편에 있습니다., 0
46 운동장은 어디에 있어?, 스포츠센터 옆, 테니스장 맞은편에 있습니다., 0
47 bnc는 어디에 있어?, 연세프라자 2층에 있습니다., 0
48 편의점은 뭐뭐 있어?, 미니스톱 백운관점, 미니스톱 연대학생회관점, CU청연학사점, CU연세프라자점이 있습니다., 0
49 미니스톱 백운관점은 어디에 있어?, 백운관 1층에 있습니다., 0
50 미니스톱 연대학생회관점은 어디에 있어?, 학생회관 1층에 있습니다., 0
51 CU청연학사점은 어디에 있어?, 청연학사 1층에 있습니다., 0
52 CU연세프라자점은 어디에 있어?, 연세프라자 1층에 있습니다., 0
53 매지리는 어디에 있어?, 흥업면에 있습니다., 0
54 키스로드는 어디에 있어?, 호수를 따라 있습니다., 0
55 현운재는 어디에 있어?, 세연3학사 뒤에 있습니다., 0
56 라돈하우스는 어디에 있어?, 뒷산 어딘가에 있습니다."]
57  독수리상이 어디에 있니?,  중앙도서관과 학생회관 사이에 위치하고 있습니다., 0
58  미래관이 어디에 있니?, 청송관과 중앙도서관과 미래관 사이에 위치하고 있습니다., 0
59  창조관이 어디에 있니?, 청송관과 중앙도서관과 미래관 사이에위치하고 있습니다., 0
60  청송관이 어디에 있니?, 정의관 바로 옆에 위치하고 있습니다., 0
61  중앙도서관이 어디에 있니?,  학생회관에서 독수리상 기준으로 가장 빨리 나오는 건물입니다., 0
62  백운관이 어디에 있니?, 창조관 뒤편으로 올라가는 길로 가면 있는 건물이고 학군단 옆에 있습니다., 0
63  스포츠센터가 어디에 있니?, 연세플라자 반대편과 운동장 옆에 위치하고 있습니다., 0
64 헬스장이 어디에 있니?, 스포츠센터 108호 입니다., 0
65 수영장이 어디에 있니?, 스포츠센터 101호 입니다., 0
66 스쿼시장이 어디에있니?, 스포츠센터 105-107호 입니다, 0
67 노천극장이 어디에 있니?, 미래관에서 나왔을때 왼쪽, 독수리상이 바라보는 방향으로 가게되면 나오는 신전같은 모습의 건물입니다., 0
68 학생회관이 어디에 있니?, 축구장을 지나서 삼거리가 나오는 곳의 오른쪽에 있는 건물입니다., 0
69 학생회관 식당이 어디에 있니?, 학관 1층에 위치하고 있습니다., 0
70 동아리방이 어디에 있니?, 학생회관 3~4층에 위치하고 있습니다, 0
71 연세플라자가 어디에 있니?, 학교를 들어오면 스포츠센터 맞은편에 있으며 매지학사와 세연학사 사이에 있는커다란 건물입니다., 0
72 이글플라자가 어디에 있니?, 매지학사와 세연학사 사이에 있는 건물 두 개 중 작은 건물입니다., 0
73 교회가 어디에 있니?, 대학본부와 붙어있는 건물이며 중앙길을 따라오면 테니스장 옆에 있는건물입니다., 0
74 정의관이 어디에 있니?, 학교입구에서 기준으로 헐떡고개를 따라서 오면 좌측에 바로 보이는 큰 건물입니다., 0
75 대학본부가 어디에 있니?, 교회 바로 옆에 있는 건물입니다., 0
76 컨버젼스홀이 어디에 있니?,  학관과 중앙도서관 바로 옆에 있는 지어지고 있는 건물입니다., 0
77 청연 학사가 어디에 있니?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
78 청연 1학사가 어디에 있니?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
79 청연 2학사가 어디에 있니?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
80 세연학사가 어디에 있니?, : 연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
81 세연 1학사가 어디에 있니?,  연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
82 세연 2학사가 어디에 있니?,  연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
83 세연 3학사가 어디에 있니?,  연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
84 매지 학사가 어디에 있니?, 2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다. 1,3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
85 매지 1학사가 어디에 있니?, 1학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
86 매지 2학사가 어디에 있니?, 2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다., 0
87 매지 3학사가 어디에 있니?, 3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
88 34번 버스는 어디에서 타니?, 연세대 정문, 연세대 스포츠센터, 연세대학교, 연세대 복지타운에서 탈 수 있습니다., 0
89 31번 버스는 어디에서 타니?, 연세삼거리에서 탈 수 있습니다., 0
90 30번 버스는 어디에서 타니?, 연세삼거리에서 탈 수 있습니다., 0
91 셔틀버스 정류장은 어디에 있니?, 미래관 옆 주차장에 있습니다., 0
92 셔틀버스 사무실은 어디에 있니?, 학생회관 3층에 있습니다., 0
93 무궁화공원은 어디에 있니?, 정문으로 들어오기 전 오른쪽에 있습니다., 0
94 헐떡고개는 어디에 있니?, 세연학사에서 정의관 사이에 있습니다., 0
95 거북섬은 어디에 있니?, 저수지 가운데에 있습니다., 0
96 흥업저수지는 어디에 있니?, 정문으로 들어오는 기준 오른쪽에 있습니다., 0
97 매지호수는 어디에 있니?, 정문으로 들어오는 기준 오른쪽에 있습니다., 0
98 학군단은 어디에 있니?, 백운관 옆, 셔틀버스 탑승장 뒤쪽에 있습니다., 0
99 풋살장은 어디에 있니?, 스포츠센터와 운동장 사이에 있습니다., 0
100 배드민턴장은 어디에 있니?, 헐떡고개 중간에 있습니다., 0
101  테니스장은 어디에 있니?, 종합운동장 맞은편에 있습니다., 0
102  운동장은 어디에 있니?, 스포츠센터 옆, 테니스장 맞은편에 있습니다., 0
103  bnc는 어디에 있니?, 연세프라자 2층에 있습니다., 0
104  편의점은 뭐뭐 있니?, 미니스톱 백운관점, 미니스톱 연대학생회관점, CU청연학사점, CU연세프라자점이 있습니다., 0
105  미니스톱 백운관점은 어디에 있니?, 백운관 1층에 있습니다., 0
106  미니스톱 연대학생회관점은 어디에 있니?, 학생회관 1층에 있습니다., 0
107  CU청연학사점은 어디에 있니?, 청연학사 1층에 있습니다., 0
108  CU연세프라자점은 어디에 있니?, 연세프라자 1층에 있습니다., 0
109  매지리는 어디에 있니?, 흥업면에 있습니다., 0
110 키스로드는 어디에 있니?, 호수를 따라 있습니다., 0
111 현운재는 어디에 있니?, 세연3학사 뒤에 있습니다., 0
112 라돈하우스는 어디에 있니?, 뒷산 어딘가에 있습니다."]
113 독수리상의 위치가 어디니?,  중앙도서관과 학생회관 사이에 위치하고 있습니다., 0
114 미래관의 위치가 어디니?, 청송관과 중앙도서관과 미래관 사이에 위치하고 있습니다., 0
115 창조관의 위치가 어디니?, 청송관과 중앙도서관과 미래관 사이에위치하고 있습니다., 0
116 청송관의 위치가 어디니?, 정의관 바로 옆에 위치하고 있습니다., 0
117 중앙도서관의 위치가 어디니?,  학생회관에서 독수리상 기준으로 가장 빨리 나오는 건물입니다., 0
118 백운관의 위치가 어디니?, 창조관 뒤편으로 올라가는 길로 가면 있는 건물이고 학군단 옆에 있습니다., 0
119 스포츠센터의 위치가 어디니?, 연세플라자 반대편과 운동장 옆에 위치하고 있습니다., 0
120 헬스장의 위치가 어디니?, 스포츠센터 108호 입니다., 0
121 수영장의 위치가 어디니?, 스포츠센터 101호 입니다., 0
122 스쿼시장의 위치가 어디니?, 스포츠센터 105-107호 입니다, 0
123 노천극장의 위치가 어디니?, 미래관에서 나왔을때 왼쪽, 독수리상이 바라보는 방향으로 가게되면 나오는 신전같은 모습의 건물입니다., 0
124 학생회관의 위치가 어디니?, 축구장을 지나서 삼거리가 나오는 곳의 오른쪽에 있는 건물입니다., 0
125 학생회관 식당의 위치가 어디니?, 학관 1층에 위치하고 있습니다., 0
126 동아리방의 위치가 어디니?, 학생회관 3~4층에 위치하고 있습니다, 0
127 연세플라자의 위치가 어디니?, 학교를 들어오면 스포츠센터 맞은편에 있으며 매지학사와 세연학사 사이에 있는커다란 건물입니다., 0
128 이글플라자의 위치가 어디니?, 매지학사와 세연학사 사이에 있는 건물 두 개 중 작은 건물입니다., 0
129 교회의 위치가 어디니?, 대학본부와 붙어있는 건물이며 중앙길을 따라오면 테니스장 옆에 있는건물입니다., 0
130 정의관의 위치가 어디니?, 학교입구에서 기준으로 헐떡고개를 따라서 오면 좌측에 바로 보이는 큰 건물입니다., 0
131 대학본부의 위치가 어디니?, 교회 바로 옆에 있는 건물입니다., 0
132 컨버젼스홀의 위치가 어디니?,  학관과 중앙도서관 바로 옆에 있는 지어지고 있는 건물입니다., 0
133 청연 학사의 위치가 어디니?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
134 청연 1학사의 위치가 어디니?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
135 청연 2학사의 위치가 어디니?, 연세플라자 오르막길로 올라오셔서 왼쪽을 보시면 커다란 유리로 된 건물이 보입니다., 0
136 세연학사의 위치가 어디니?,  연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
137 세연 1학사의 위치가 어디니?,  연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
138 세연 2학사의 위치가 어디니?,  연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
139 세연 3학사의 위치가 어디니?,  연세플라자 언덕으로 올라오시면 우측에 위치합니다., 0
140 매지 학사의 위치가 어디니?, 2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다. 1,3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
141 매지 1학사의 위치가 어디니?, 1학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
142 매지 2학사의 위치가 어디니?, 2학사는 다리를 건너서 학교로 들어오자마자 왼쪽에 위치합니다., 0
143 매지 3학사의 위치가 어디니?, 3학사의 경우 연세플라자 언덕으로 올라오시면 보입니다., 0
144 34번 버스 정류장의 위치가 어디니?, 연세대 정문, 연세대 스포츠센터, 연세대학교, 연세대 복지타운에서 탈 수 있습니다., 0
145 31번 버스 정류장의 위치가 어디니?, 연세삼거리에서 탈 수 있습니다., 0
146 30번 버스 정류장의 위치가 어디니?, 연세삼거리에서 탈 수 있습니다., 0
147 셔틀버스 정류장의 위치가 어디니?, 미래관 옆 주차장에 있습니다., 0
148 셔틀버스 사무실의 위치가 어디니?, 학생회관 3층에 있습니다., 0
149 무궁화공원의 위치가 어디니?, 정문으로 들어오기 전 오른쪽에 있습니다., 0
150 헐떡고개의 위치가 어디니?, 세연학사에서 정의관 사이에 있습니다., 0
151 거북섬의 위치가 어디니?, 저수지 가운데에 있습니다., 0
152 흥업저수지의 위치가 어디니?, 정문으로 들어오는 기준 오른쪽에 있습니다., 0
153 매지호수의 위치가 어디니?, 정문으로 들어오는 기준 오른쪽에 있습니다., 0
154 학군단의 위치가 어디니?, 백운관 옆, 셔틀버스 탑승장 뒤쪽에 있습니다., 0
155 풋살장의 위치가 어디니?, 스포츠센터와 운동장 사이에 있습니다., 0
156 배드민턴장의 위치가 어디니?, 헐떡고개 중간에 있습니다., 0
157 테니스장의 위치가 어디니?, 종합운동장 맞은편에 있습니다., 0
158 운동장의 위치가 어디니?, 스포츠센터 옆, 테니스장 맞은편에 있습니다., 0
159 bnc의 위치가 어디니?, 연세프라자 2층에 있습니다., 0
160 편의점의 위치가 어디니?, 미니스톱 백운관점, 미니스톱 연대학생회관점, CU청연학사점, CU연세프라자점이 있습니다., 0
161 미니스톱 백운관점의 위치가 어디니?, 백운관 1층에 있습니다., 0
162 미니스톱 연대학생회관점의 위치가 어디니?, 학생회관 1층에 있습니다., 0
163 CU청연학사점의 위치가 어디니?, 청연학사 1층에 있습니다., 0
164 CU연세프라자점의 위치가 어디니?, 연세프라자 1층에 있습니다., 0
165 매지리의 위치가 어디니?, 흥업면에 있습니다., 0
166 키스로드의 위치가 어디니?, 호수를 따라 있습니다., 0
167 현운재의 위치가 어디니?, 세연3학사 뒤에 있습니다., 0
168 라돈하우스의 위치가 어디니?, 뒷산 어딘가에 있습니다., 0
